,,,,Date,Market cap,Volume,Supersector,Sector,Revision_real,Revision_20,mom,mom_short,30d_vol
1544310D US,04/Aug/2010,15/Mar/2011,30/Sep/2010,04/Aug/2010,964.3244,5.232225403,Food & Beverage,Food Producers,0.019940915805022108,0.04579025110782853,0.8552,1.0261927034611789,0.029051364407997333
1553838D US,28/Oct/2010,03/Feb/2011,31/Dec/2010,28/Oct/2010,750.0942,19.93576149,Technology,Technology Hardware & Equipment,0.06756756756756754,0.09159159159159169,3.7262357414448672,0.8346938775510203,0.03620678699397424
1576198D US,11/Jun/2010,03/Sep/2010,30/Jun/2010,11/Jun/2010,673.3052,9.068242067,Retail,General Retailers,0.02908587257617734,0.047091412742382266,1.2164890633763321,1.0788381742738589,0.02793975759459277
1576198D US,03/Sep/2010,,30/Sep/2010,03/Sep/2010,1303.5539999999999,13.72279529,Retail,General Retailers,0.08268733850129184,0.08914728682170536,1.140646335912608,1.4900239425379092,0.05850848951752936
1611364D US,29/Jan/2010,30/Apr/2010,31/Mar/2010,29/Jan/2010,980.7771,11.01990598,Technology,Software & Computer Services,-0.23076923076923073,-0.20512820512820507,1.1233901121728291,0.9293639053254438,0.013852639087545575
1611364D US,30/Apr/2010,29/Jul/2010,30/Jun/2010,30/Apr/2010,1209.094,8.146281253,Technology,Software & Computer Services,-0.049246231155778974,-0.022110552763819125,0.7359102244389027,0.9488309047780413,0.014204820970674529
1611364D US,29/Jul/2010,26/Oct/2010,30/Sep/2010,29/Jul/2010,1073.3708,7.832549142,Technology,Software & Computer Services,-0.011374407582938395,0.018009478672985857,0.7239038189533239,1.0574443141852286,0.02444889200627553
1611364D US,26/Oct/2010,28/Jan/2011,31/Dec/2010,26/Oct/2010,1412.3554,13.35491312,Technology,Software & Computer Services,0.07274247491638808,0.09866220735785958,1.3924731182795698,1.193050193050193,0.018535890695026095
1621134D US,22/Jun/2010,22/Sep/2010,30/Jun/2010,22/Jun/2010,4149.7522,26.26882167,Financial Services,Financial Services,0.05544286680189314,0.054090601757944556,1.1338658146964855,1.048587062234705,0.02442824929717753
1621134D US,22/Sep/2010,20/Dec/2010,30/Sep/2010,22/Sep/2010,3948.8125,15.76745127,Financial Services,Financial Services,-0.04402515723270439,-0.053459119496855445,0.9790602677525567,0.9583298891030355,0.0214587921612714
1621134D US,20/Dec/2010,22/Mar/2011,31/Dec/2010,20/Dec/2010,4508.8533,18.21641958,Financial Services,Financial Services,0.015883100381194337,0.03557814485387545,1.051298343901162,1.0732098697119703,0.01395322827326213
3610748Q US,22/Feb/2010,,31/Mar/2010,22/Feb/2010,2733.212,30.24894272,Oil & Gas,Oil & Gas Producers,0.0185185185185186,0.14537037037037037,2.393450635386119,1.0049009597712886,0.008580973392545375
4107485Q US,22/Feb/2010,03/May/2010,31/Mar/2010,22/Feb/2010,3043.6268,16.895401800000002,Health Care,Pharmaceuticals & Biotechnology,0.01930501930501949,0.02934362934362955,1.8494318181818181,1.056067588325653,0.01612355874470514
4107485Q US,03/May/2010,02/Aug/2010,30/Jun/2010,03/May/2010,3685.7544,32.08354504,Health Care,Pharmaceuticals & Biotechnology,0.016195856873822967,0.10546139359698703,2.2383920268610735,1.100910477628128,0.018443270879450163
4107485Q US,02/Aug/2010,,30/Sep/2010,02/Aug/2010,4359.2636,63.54266089,Health Care,Pharmaceuticals & Biotechnology,0.029579831932773137,0.06218487394957983,1.9070020198611408,1.1013587189890153,0.019786852249775975
8251545Q US,07/May/2010,04/Aug/2010,30/Jun/2010,07/May/2010,2591.1432,26.55426373,Oil & Gas,Oil & Gas Producers,-0.08053691275167774,-0.13959731543624176,2.018946381813854,0.9155303211734234,0.04501031914282524
8251545Q US,04/Aug/2010,09/Nov/2010,30/Sep/2010,04/Aug/2010,2425.7346,24.10611737,Oil & Gas,Oil & Gas Producers,-0.01587301587301604,-0.08818342151675496,1.2431490426788618,1.2307692307692308,0.027485135961809983
8251545Q US,09/Nov/2010,,31/Dec/2010,09/Nov/2010,2486.9526,14.18321817,Oil & Gas,Oil & Gas Producers,0.01985111662531036,0.012406947890818865,1.0128924090882812,1.4237850619699934,0.021193222202954897
8277831Q US,22/Jan/2010,,31/Mar/2010,22/Jan/2010,6244.217,39.33262552,Technology,Software & Computer Services,-0.004555808656036331,-0.002277904328018221,1.3667046750285061,1.0435508092774903,0.010792453813505234
8397627Q US,10/May/2010,05/Aug/2010,30/Jun/2010,10/May/2010,1734.5976,31.37016376,Health Care,Health Care Equipment & Services,0.007215619694397324,0.014006791171477184,1.520937188434696,1.0104883644706653,0.013269583328071504
8397627Q US,05/Aug/2010,20/Oct/2010,30/Sep/2010,05/Aug/2010,1897.4728,23.50839488,Health Care,Health Care Equipment & Services,0.04470198675496695,0.051738410596026574,1.2113040265977095,1.0155535224153704,0.0016792297703907232
8397627Q US,20/Oct/2010,,31/Dec/2010,20/Oct/2010,1923.8027,12.84022302,Health Care,Health Care Equipment & Services,0.047040971168436974,0.06107738998482537,1.2818843355036385,1.0062742754705707,0.0011512484725789097
9876444D US,22/Apr/2010,21/Jul/2010,30/Jun/2010,22/Apr/2010,1800.5516,14.03731917,Industrial Goods & Services,Industrial Transportation,0.008905852417302906,0.0356234096692114,1.1807607989607016,1.0756875082374917,0.01423839961345181
9876444D US,21/Jul/2010,20/Oct/2010,30/Sep/2010,21/Jul/2010,1764.1775,16.23769488,Industrial Goods & Services,Industrial Transportation,0.015240328253223856,0.04337631887456039,1.3050312037121534,0.9714958876403287,0.0196840511571041
9876444D US,20/Oct/2010,26/Jan/2011,31/Dec/2010,20/Oct/2010,1513.6102,12.83184138,Industrial Goods & Services,Industrial Transportation,-0.011930585683297301,-0.008676789587852451,1.150642951162712,0.9109654937757389,0.015196146057280912
9876544D US,22/Jan/2010,23/Apr/2010,31/Mar/2010,22/Jan/2010,5991.8349,43.26340215,Travel & Leisure,Travel & Leisure,0.02083333333333326,0.05208333333333348,1.632682464454976,1.0827411639032094,0.016280370448741314
9876544D US,23/Apr/2010,28/Jul/2010,30/Jun/2010,23/Apr/2010,5813.8596,70.94105399,Travel & Leisure,Travel & Leisure,-0.024557956777996104,-0.012770137524558023,1.7499703385717211,1.1839070541465069,0.018085003283690056
9876544D US,28/Jul/2010,10/Nov/2010,30/Sep/2010,28/Jul/2010,4978.2701,63.66842417,Travel & Leisure,Travel & Leisure,-0.03421309872922773,-0.06744868035190599,0.877892074389404,0.8788763553577629,0.026497028083527382
9876544D US,10/Nov/2010,21/Jan/2011,31/Dec/2010,10/Nov/2010,4864.9921,42.4020578,Travel & Leisure,Travel & Leisure,-0.07299270072992703,-0.0750782064650678,0.7425518493105204,1.1068700583496658,0.01731375243871835
9876566D US,29/Jan/2010,23/Apr/2010,31/Mar/2010,29/Jan/2010,16952.224,86.41046855,Insurance,Nonlife Insurance,0.0018518518518517713,0.0037037037037035425,1.2071784813673299,1.0122040098226264,0.011863346469960862
9876566D US,23/Apr/2010,23/Jul/2010,30/Jun/2010,23/Apr/2010,17187.7318,93.15802858,Insurance,Nonlife Insurance,0.025680633326897295,0.03321104460320545,1.3314005742833133,1.0350483830314188,0.00768834080140241
9876566D US,23/Jul/2010,22/Oct/2010,30/Sep/2010,23/Jul/2010,17057.4986,107.31957949999999,Insurance,Nonlife Insurance,0.008823529411764452,0.018014705882352766,1.1804377435150295,1.0167271826496223,0.012287314063237907
9876566D US,22/Oct/2010,28/Jan/2011,31/Dec/2010,22/Oct/2010,18357.1034,104.62948349999999,Insurance,Nonlife Insurance,0.01679335336750931,0.024571327558776668,1.1823055865637144,1.0104661480931552,0.008563070331879245
9876567D US,27/Apr/2010,29/Jul/2010,30/Jun/2010,27/Apr/2010,796.7098,7.391723859,Travel & Leisure,Travel & Leisure,-0.5647840531561461,-1.0498338870431894,0.7962510187449062,1.3572159672466735,0.02209090968068947
9876567D US,29/Jul/2010,28/Oct/2010,30/Sep/2010,29/Jul/2010,653.8104,9.097192339,Travel & Leisure,Travel & Leisure,-0.5742574257425743,-1.4257425742574257,1.0677966101694918,1.0084033613445378,0.040137430610406
9876567D US,28/Oct/2010,24/Feb/2011,31/Dec/2010,28/Oct/2010,788.9159,5.754704264,Travel & Leisure,Travel & Leisure,-37.5,-72.5,1.2923076923076924,1.1831501831501832,0.022537574879017794
9999900D US,09/Feb/2010,21/Apr/2010,31/Mar/2010,09/Feb/2010,2436.4995,8.240108095,Industrial Goods & Services,Support Services,0.008547008547008517,0.017094017094017033,1.2428831011508175,0.973196881091618,0.008412757458655114
9999900D US,21/Apr/2010,21/Jul/2010,30/Jun/2010,21/Apr/2010,2766.9084,8.899943881,Industrial Goods & Services,Support Services,0.01651527663088359,0.0355078447563999,1.342708592777086,1.0171722183835021,0.007569871266806392
9999900D US,21/Jul/2010,20/Oct/2010,30/Sep/2010,21/Jul/2010,2774.0603,10.14181165,Industrial Goods & Services,Support Services,0.01933488012374318,0.036349574632637216,1.272187281621244,1.0199753251112766,0.012247619760834074
9999900D US,20/Oct/2010,09/Feb/2011,31/Dec/2010,20/Oct/2010,3074.158,9.398851139,Industrial Goods & Services,Support Services,0.0014503263234226793,0.010877447425670761,1.2586361891678957,1.012089962482194,0.009256895283779376
9999997D US,24/Feb/2010,05/May/2010,31/Mar/2010,24/Feb/2010,786.3805,12.18899361,Oil & Gas,Oil & Gas Producers,0.00456810631229243,-0.04107142857142865,3.823529411764706,1.0018461538461538,0.03291305298237235
9999997D US,05/May/2010,04/Aug/2010,30/Jun/2010,05/May/2010,805.4484,15.03470056,Oil & Gas,Oil & Gas Producers,0.0007499375052080204,-0.015540371635696881,3.119932432432432,0.8451543042772063,0.0280273699721118
9999997D US,04/Aug/2010,04/Nov/2010,30/Sep/2010,04/Aug/2010,590.7505,9.682821081,Oil & Gas,Oil & Gas Producers,0.010323912762937093,-0.11291779584462514,0.9499561018437226,1.2846580406654344,0.0372606530094307
9999997D US,04/Nov/2010,24/Feb/2011,31/Dec/2010,04/Nov/2010,824.5454,11.20342011,Oil & Gas,Oil & Gas Producers,0.007449999999999957,-0.029649999999999954,0.7245206861755802,1.2653203342618384,0.033581469837668944
A US,12/Feb/2010,18/May/2010,31/Mar/2010,12/Feb/2010,10457.9623,53.13780727,Industrial Goods & Services,Electronic & Electrical Equipment,0.06451612903225801,0.1683870967741934,1.6493927125506074,0.9842906234658811,0.0145758014038623
A US,18/May/2010,17/Aug/2010,30/Jun/2010,18/May/2010,11903.1053,72.7198775,Industrial Goods & Services,Electronic & Electrical Equipment,0.06117159149818541,0.09331259720062213,1.9114849039047712,0.90008434710723,0.023909294477846333
A US,17/Aug/2010,12/Nov/2010,30/Sep/2010,17/Aug/2010,9453.3883,56.65561873,Industrial Goods & Services,Electronic & Electrical Equipment,0.05365402405180397,0.06660499537465325,1.1247527801134547,1.0309824897602478,0.022338793118620987
A US,12/Nov/2010,15/Feb/2011,31/Dec/2010,12/Nov/2010,12594.0274,52.61794484,Industrial Goods & Services,Electronic & Electrical Equipment,0.010135135135134865,0.04054054054054035,1.1467472369713847,1.0795750669229642,0.012808846713983786
AAI US,27/Jan/2010,21/Apr/2010,31/Mar/2010,27/Jan/2010,714.4822,14.90892156,Travel & Leisure,Travel & Leisure,-0.014705882352941235,-0.05882352941176472,1.2004454342984407,0.9851576994434137,0.019384633904344202
AAI US,21/Apr/2010,21/Jul/2010,30/Jun/2010,21/Apr/2010,718.0771,15.85276648,Travel & Leisure,Travel & Leisure,-0.015174506828528056,-0.15477996965098628,0.6626984126984127,1.0598802395209581,0.02140317963011006
AAI US,21/Jul/2010,22/Oct/2010,30/Sep/2010,21/Jul/2010,642.4679,13.61353392,Travel & Leisure,Travel & Leisure,-0.021466905187835228,-0.05008944543828253,0.8372093023255814,0.8796296296296295,0.02376401223418105
AAI US,22/Oct/2010,28/Jan/2011,31/Dec/2010,22/Oct/2010,1014.304,46.29097867,Travel & Leisure,Travel & Leisure,-0.00588235294117645,-0.0117647058823529,0.9592274678111588,1.6756152125279644,0.11216233146081345
AAN US,17/Feb/2010,27/Apr/2010,31/Mar/2010,17/Feb/2010,1607.8744,7.991179654,Retail,General Retailers,0.013245033112582849,0.020529801324503216,1.209108402822322,1.0312997347480106,0.01468966472956284
AAN US,27/Apr/2010,27/Jul/2010,30/Jun/2010,27/Apr/2010,1849.1435,12.56500873,Retail,General Retailers,0.030089628681178038,0.03649167733674785,0.9628207881456029,1.0562634176262302,0.013027799530668963
AAN US,27/Jul/2010,26/Oct/2010,30/Sep/2010,27/Jul/2010,1447.6552,14.60568885,Retail,General Retailers,-0.023017902813299296,-0.012787723785166238,1.0689635522326821,0.9395850436599745,0.026117822985725524
AAN US,26/Oct/2010,16/Feb/2011,31/Dec/2010,26/Oct/2010,1432.4891,7.678064878,Retail,General Retailers,0.010171646535282797,0.015257469802924195,1.059139419901609,1.0843299065202694,0.015067834387053305
AAP US,18/Feb/2010,20/May/2010,31/Mar/2010,18/Feb/2010,4057.7859999999996,40.04979122,Retail,General Retailers,-0.005988023952095856,0.0008982035928144505,1.0710702341137124,1.0215977101223002,0.011283106057872081
AAP US,20/May/2010,12/Aug/2010,30/Jun/2010,20/May/2010,4049.1678,49.81679025,Retail,General Retailers,0.03114186851211076,0.08737024221453304,1.039681781260452,1.1021163170109607,0.018533634308328332
AAP US,12/Aug/2010,11/Nov/2010,30/Sep/2010,12/Aug/2010,4537.8735,42.32331292,Retail,General Retailers,0.03120165033522415,0.07735946364105195,1.1991441816236776,1.0613972483248086,0.015960259325678693
AAP US,11/Nov/2010,10/Feb/2011,31/Dec/2010,11/Nov/2010,5622.2274,33.41254859,Retail,General Retailers,0.015764222069911016,0.0436371944254057,1.5176670146137785,1.1192805681173374,0.011450273392227785
AAPL US,26/Jan/2010,21/Apr/2010,31/Mar/2010,26/Jan/2010,184147.3168,2650.2978359999997,Technology,Technology Hardware & Equipment,0.04938271604938271,0.07407407407407396,2.2181749369217827,0.9850573100124744,0.018344530594150987
AAPL US,21/Apr/2010,21/Jul/2010,30/Jun/2010,21/Apr/2010,221792.8953,3158.6150390000003,Technology,Technology Hardware & Equipment,0.027111574556829998,0.07403545359749741,1.7723336746432048,1.1663433282930586,0.00828561599260551
AAPL US,21/Jul/2010,19/Oct/2010,30/Sep/2010,21/Jul/2010,229204.3875,5759.7278670000005,Technology,Technology Hardware & Equipment,0.03901170351105332,0.05938448201127011,1.7366235096776788,0.9276330058734561,0.01840535876077928
AAPL US,19/Oct/2010,19/Jan/2011,31/Dec/2010,19/Oct/2010,290513.0109,4225.441776,Technology,Technology Hardware & Equipment,0.051963048498845144,0.06389530408006139,1.3496478342093965,1.1190283772088199,0.013420508146013317
AAWW US,24/Feb/2010,05/May/2010,31/Mar/2010,24/Feb/2010,1088.3145,9.142303527000001,Industrial Goods & Services,Industrial Transportation,0.043636363636363695,0.16654545454545455,2.6623563218390807,1.1427415002698327,0.017136979386546323
AAWW US,05/May/2010,03/Aug/2010,30/Jun/2010,05/May/2010,1415.5285,14.06639582,Industrial Goods & Services,Industrial Transportation,0.07406380027739257,0.25270457697642157,1.807940278249067,1.0287162162162162,0.01985942047039071
AAWW US,03/Aug/2010,01/Nov/2010,30/Sep/2010,03/Aug/2010,1297.4228,12.76712526,Industrial Goods & Services,Industrial Transportation,0.00965872504829357,0.015239321742863465,1.6681898066783831,1.0585756426464392,0.02715554743938899
AAWW US,01/Nov/2010,14/Feb/2011,31/Dec/2010,01/Nov/2010,1439.3394,13.31775739,Industrial Goods & Services,Industrial Transportation,0.016003200640128057,0.028405681136227212,2.1001934235976787,1.0241296739731074,0.03067491832021804
ABC US,26/Jan/2010,22/Apr/2010,31/Mar/2010,26/Jan/2010,7905.0471,58.95533312,Retail,Food & Drug Retailers,0.020000000000000018,0.040000000000000036,1.4112461820403175,1.0418966241164223,0.011793940369385823
ABC US,22/Apr/2010,27/Jul/2010,30/Jun/2010,22/Apr/2010,8869.6528,66.53906124,Retail,Food & Drug Retailers,0.030217186024551257,0.046742209631727816,1.714344646789937,1.0723800135064854,0.010034603042412963
ABC US,27/Jul/2010,02/Nov/2010,30/Sep/2010,27/Jul/2010,8232.6414,124.56355459999999,Retail,Food & Drug Retailers,0.01104728236853747,0.01900132567388435,1.5759653350530043,0.9224432511593849,0.018715689263417497
ABC US,02/Nov/2010,04/Feb/2011,31/Dec/2010,02/Nov/2010,8908.8521,71.19398334,Retail,Food & Drug Retailers,0.007130872483221529,0.019714765100671272,1.34033150263729,1.042074670738409,0.012614195480919665
ABM US,03/Jun/2010,01/Sep/2010,30/Jun/2010,03/Jun/2010,1132.3228,4.07972812,Industrial Goods & Services,Support Services,-0.022207267833109,-0.024899057873485786,1.1833021993400028,0.9872881589007639,0.024188067185158164
ABM US,01/Sep/2010,16/Dec/2010,30/Sep/2010,01/Sep/2010,1020.477,3.382169914,Industrial Goods & Services,Support Services,-0.00544588155207637,0.002042205582028611,1.0626046851777584,0.9585282870162235,0.022202555848040918
ABM US,16/Dec/2010,08/Mar/2011,31/Dec/2010,16/Dec/2010,1348.8426,8.768231054,Industrial Goods & Services,Support Services,0.02785145888594176,0.021220159151193574,1.2075440789234186,1.0755683959301596,0.024460896526850514
ABT US,27/Jan/2010,21/Apr/2010,31/Mar/2010,27/Jan/2010,83369.1999,97.84760957,Health Care,Pharmaceuticals & Biotechnology,0.0023696682464455776,0.018957345971563955,1.0027696793002914,1.002568202742647,0.007117581562321169
ABT US,21/Apr/2010,21/Jul/2010,30/Jun/2010,21/Apr/2010,80395.8769,159.6696807,Health Care,Pharmaceuticals & Biotechnology,-0.00615454752678346,-0.00843400957374063,1.2630798298898962,0.9767333076709432,0.007325184779848132
ABT US,21/Jul/2010,20/Oct/2010,30/Sep/2010,21/Jul/2010,75140.7473,141.8775782,Health Care,Pharmaceuticals & Biotechnology,0.00022655188038078755,0.009288627095604962,1.1391327432560439,1.0074258081260163,0.010076479816760683
ABT US,20/Oct/2010,26/Jan/2011,31/Dec/2010,20/Oct/2010,80937.9837,123.5352152,Health Care,Pharmaceuticals & Biotechnology,0.002200220022002153,0.013201320132013361,1.014807065545407,1.0235220649458783,0.006494059367902175
ABVT US,10/Mar/2010,06/May/2010,31/Mar/2010,10/Mar/2010,1341.6606,4.556841914,Telecommunications,Fixed Line Telecommunications,0.0013986013986013734,-0.44452214452214456,2.9831797605643513,0.9784710186789909,0.018220029120419222
ABVT US,06/May/2010,06/Aug/2010,30/Jun/2010,06/May/2010,1292.8718,8.333599135,Telecommunications,Fixed Line Telecommunications,0.0041753653444676075,-0.01127348643006254,1.7408216615686545,1.0411554619998415,0.01883664246614775
ABVT US,06/Aug/2010,04/Nov/2010,30/Sep/2010,06/Aug/2010,1349.4649,8.235984772,Telecommunications,Fixed Line Telecommunications,0.004506349856616243,0.02089307660794759,1.0135520465317693,1.148662215166231,0.018086762568436516
ABVT US,04/Nov/2010,25/Feb/2011,31/Dec/2010,04/Nov/2010,1499.1491,4.980880153999999,Telecommunications,Fixed Line Telecommunications,0.0011764705882353343,0.03529411764705892,0.9828709151024108,1.1282435109106022,0.00982386310852778
ACGL US,17/Feb/2010,27/Apr/2010,31/Mar/2010,17/Feb/2010,4118.8676,21.69012309,Insurance,Nonlife Insurance,-0.01941747572815533,-0.026213592233009786,1.2725806451612902,1.0190114068441063,0.007718912992393485
ACGL US,27/Apr/2010,27/Jul/2010,30/Jun/2010,27/Apr/2010,4025.8609,15.91472848,Insurance,Nonlife Insurance,0.018318965517241326,0.0237068965517242,1.2543237283813582,0.9837961302049699,0.006617631943174728
ACGL US,27/Jul/2010,26/Oct/2010,30/Sep/2010,27/Jul/2010,4185.6702,19.42783631,Insurance,Nonlife Insurance,0.011494252873563093,0.013584117032392706,1.238181578908889,1.018765204657644,0.013060834648248561
ACGL US,26/Oct/2010,15/Feb/2011,31/Dec/2010,26/Oct/2010,4301.5055,14.71984936,Insurance,Nonlife Insurance,0.0030991735537189147,0.0030991735537189147,1.2016317483208483,1.0680305370656413,0.007070384925392955
