Europe,Date,Revision,Market cap,Volume
VOS GR,30/10/2014,-0.978134628,780.0094,3.766506749
ZIL2 GR,05/11/2014,0.014557495,1967.6516,4.015533465
BIL IM,11/05/2007,-0.418997669,5231.2661,94.28667609
CTNK GR,10/05/2011,0.008392081,1188.1908,4.383327069
HIBU LN,10/11/2009,-0.418952443,647.8619,6.304643193
IEA AV,23/03/2007,-0.163414634,8436.7335,15.45898138
MMT FP,27/07/2011,0.007422917,2944.7521,3.707239026
NEX LN,28/07/2011,0.013633588,2176.8292,3.533957506
TAA NO,11/07/2007,0.043558291,2563.4396,20.06654147
TOMK LN,15/02/2007,-0.055248619,4471.0633,38.13105483
3465593Q SM,26/02/2007,-0.05372617,14671.1154,48.63143499
ALT GR,07/08/2008,-0.027592789,2159.9545,9.666433359
BRI PL,28/07/2010,-0.017070111,3987.5264,5.578977532
HRX GR,13/08/2008,-0.256482383,5319.5937,45.13034868
UNF SM,01/03/2007,0.037593985,15232.5417,73.94524208
3577044Z NA,16/04/2007,0.003229298,89366.773,789.3562088
AGS SM,13/11/2007,0.091361871,6027.2784,15.35930293
BPI PL,27/10/2014,-2.928571429,2862.6113,5.427119629
BTO SM,08/04/2010,0.038554902,7589.0594,3.172822473
CAR SS,18/07/2007,-0.32917907,1534.3379,22.8989099
CHG LN,23/06/2011,0.004039586,1875.2197,3.713646874
FWB IM,29/02/2008,-0.059139785,3011.3784,6.840705204
LAIS IR,01/11/2007,0.00865623,8194.4251,14.12525709
LRD LN,27/07/2011,0.010772521,771.8969,4.381603326
MGAM LN,27/07/2011,0.048207566,1496.9012,3.007903583
NOS PL,05/11/2014,0.023993485,2949.342,4.70367026
OME BB,16/03/2007,-0.00776699,2030.2723,7.316661293
PEABB SS,14/11/2014,-0.059874593,1987.0313,3.584656116
PFD4 GR,11/08/2008,-0.259001491,756.8573,3.139946367
RIEN SW,27/07/2011,0.087208236,1109.9566,3.638493056
STXEUR NO,07/11/2007,-0.046518719,1879.5608,27.30744869
CPR IM,05/08/2014,-0.017763097,4488.0053,6.221824104
BNP FP,31/07/2014,0.341541348,82568.4139,242.8238249
RF FP,25/03/2011,-0.113591853,4512.298,3.711396997
BOKA NA,17/03/2011,0.007347254,4855.0784,14.13861704
GKN LN,01/03/2011,0.014705882,5092.8916,19.33022395
GLE FP,01/08/2014,-0.055888687,39584.8036,177.860392
TLW LN,09/03/2011,-0.014128728,20333.2662,41.68172679
ROR LN,01/03/2011,0.022727273,2440.7398,3.291619846
CSGN SW,22/07/2014,-0.028010002,45709.5477,97.69936163
STB NO,16/07/2014,-0.007983315,2612.9278,6.782917386
WPP LN,04/03/2011,0.004885993,16713.4519,46.99474074
REP SM,24/07/2014,0.016135264,34211.9448,216.9656687
GBF GR,11/08/2014,-0.049613144,3427.2473,30.48554732
G1A GR,28/07/2014,0.002647285,8922.4137,11.61637123
FLS DC,13/08/2014,-0.005606035,2779.4616,10.32121738
CA FP,03/03/2011,-0.05824134,31937.6885,90.45987804
MKS LN,24/05/2011,0.00872093,9887.0091,34.86139371
SK FP,18/01/2012,0.005340094,3914.8033,4.327455078
HAS LN,28/02/2011,0.01,2807.1847,4.160465804
ANTO LN,17/05/2012,-0.043449467,16008.8358,31.56221072
PNN LN,24/05/2011,0.007334963,3837.7765,5.781472792
FERG LN,29/03/2011,0.059347449,9797.4931,26.82116057
ORK NO,17/07/2014,0.046524778,9219.3457,6.449943818
SIK SW,16/04/2013,-0.003908363,5938.1983,9.252699304
RYA ID,28/07/2014,0.019075746,13053.327,14.12836644
TEN IM,31/07/2014,-0.02113519,26345.0637,28.28440697
DNO NO,21/08/2014,-0.045739879,3177.2659,18.56416979
LIN GR,29/07/2014,-0.002400199,38785.3016,62.7084271
FI/N SW,01/03/2011,0.005608539,2278.2779,5.504139832
HEIA NA,20/08/2014,0.020151005,43871.2341,36.02810616
COLR BB,28/06/2011,-0.058799342,8550.7799,4.441816119
SCAB SS,18/07/2014,0.004493972,18375.3276,8.063107842
SGSN SW,17/01/2011,0.000315538,12730.5568,22.1121577
LDO IM,31/07/2014,0.146753181,5347.3332,35.59640348
EDF FP,29/07/2011,0.010461378,70826.1626,41.37435504
SFER IM,14/05/2014,0.003756078,5260.4549,12.93559373
MHG NO,27/08/2014,-0.008216969,5543.1334,22.26197324
ALFA SS,17/07/2014,-0.03254889,10181.0087,17.43671535
GETIB SS,15/07/2014,-0.040803194,5783.5303,13.27056348
CNP FP,07/05/2014,0.000598444,15669.8968,4.749950489
NHY NO,22/07/2014,0.097882436,12534.1167,20.77785363
CFR SW,16/01/2012,0.024251661,31348.4439,62.01266973
OUT1V FH,24/07/2014,-0.028211018,3869.9091,11.37771441
SKG ID,30/07/2014,-0.014434046,5101.6968,22.60453117
STM IM,23/07/2014,0.038541905,8055.6854,23.73541536
UBM LN,25/04/2012,0.003829994,2302.6534,6.443716663
ABF LN,27/04/2011,-0.012617125,12891.7936,14.07004173
HEIO NA,16/02/2011,0.028689831,12914.4634,6.424802364
HNR1 GR,06/08/2014,-0.001128665,9817.0702,9.964265896
SU FP,17/02/2011,0.00447164,43613.4262,97.19005396
KYG ID,22/02/2011,0.013724562,6292.7006,7.680720853
SAABB SS,18/07/2014,-0.011407329,3130.4788,3.666861452
SHBA SS,17/07/2014,0.007600704,30023.9195,32.89286021
DAI GR,23/07/2014,0.006429294,94672.3713,200.8519566
VIFN SW,15/03/2011,0.0840605,3620.9721,5.83639269
ASSAB SS,18/07/2014,0.001333894,18887.4554,28.26133256
ABBN SW,23/07/2014,-0.045340818,54861.3366,85.26210693
BILL SS,21/07/2014,0.025079754,3142.2758,4.903678711
DSY FP,24/07/2014,-0.02903519,17036.9693,14.67724016
BZU IM,27/03/2014,-0.068273092,3418.8834,10.61549009
ISAT LN,05/08/2014,-0.029177826,5356.2559,5.814675591
DPW GR,05/08/2014,0.003579044,38166.1907,99.87668076
SOI FP,28/07/2011,-0.029879676,1069.9178,11.93648823
ARL GR,12/08/2014,0.027489776,2665.375,6.835805149
CLN SW,30/04/2014,-0.01837349,6530.1989,24.61651627
FME GR,31/07/2014,0.003658767,21377.1282,41.65943314
BATS LN,24/02/2011,0.006295908,77176.4491,82.52232111
MF FP,23/03/2011,0.181840734,5216.3116,10.83252429
EDP PL,01/08/2014,0.002278778,17144.6473,19.17553665
UTDI GR,13/08/2014,0.055414717,8093.1989,12.65923384
CAST SS,16/07/2014,0.011904081,3039.9757,3.924084988
NOVOB DC,07/08/2014,-0.003851231,118314.5859,61.42093048
IPN FP,02/03/2011,0.01117943,2845.1906,4.08359377
VPK NA,01/03/2013,-0.057208995,8151.9178,11.26872936
FORTUM FH,18/07/2014,0.002228476,23287.0688,39.75069276
TW/ LN,03/03/2011,0.173913043,2131.9494,7.324177359
EOAN GR,13/08/2014,-0.013655462,36868.9012,87.88033026
SCYR SM,31/07/2014,-0.02098676,3002.0939,24.36031004
ANA SM,30/07/2014,-0.115460381,4902.8832,19.04609865
BAS GR,24/07/2014,-0.017486091,101882.663,196.0691284
STAN LN,29/02/2012,0.003898635,61456.6585,66.64294992
SSABA SS,23/07/2014,0.270110058,3183.1292,11.20373759
INF LN,22/02/2011,-0.002890173,4228.2018,7.401558594
HMB SS,18/06/2014,0.0038114,72169.2703,83.3763757
SON PL,21/08/2014,0.066666667,2921.142,4.800940519
NDA GR,13/08/2014,-0.009803196,2337.7414,6.68942932
ANDR AV,07/08/2014,-0.005730641,5669.5314,4.318315985
BP/ LN,29/07/2014,-0.024173215,151137.6531,117.1552971
SKY LN,26/07/2013,-0.02173913,20152.0329,27.19450016
ASHM LN,24/02/2011,-0.00203252,3788.5152,4.026923988
SCMN SW,20/08/2014,0.007312681,29887.9249,34.33239908
WDH DC,09/03/2011,0.007602756,4767.1628,4.5139708
RNO FP,10/02/2011,0.058319302,19039.4438,96.53299867
DTE GR,07/08/2014,-0.00248121,68451.6356,109.2217877
INVEB SS,17/07/2014,0,27906.9447,29.10976328
VK FP,31/07/2014,-0.034585483,5767.3033,28.67436566
UHR SW,08/02/2011,0.055194516,23017.8258,68.58499788
NOVN SW,17/07/2014,-0.000454633,240413.168,204.5397967
GBLB BB,13/03/2014,-0.027657143,15900.9664,6.38857181
SMIN LN,23/03/2011,-0.000862999,8439.9008,18.78439608
GN DC,14/08/2014,-0.03342861,4127.7558,11.86439029
SIE GR,31/07/2014,-0.008721008,108617.816,185.007319
PSG SM,31/07/2014,0.006734007,4179.6679,4.115238436
JYSK DC,19/08/2014,-0.113941506,5084.4864,5.120869076
CAP FP,17/02/2011,0.026778577,9082.1412,48.39310948
AGS BB,06/08/2014,-0.130809478,8225.3887,23.48421226
EZJ LN,10/05/2011,-0.100405225,2508.1711,7.092194658
SHP LN,18/07/2014,0.004289596,50279.8648,211.8606751
CNA LN,24/02/2011,0.011029412,27728.8632,40.73367592
TNET BB,28/04/2014,0.010218124,6625.591,4.194040565
BRE IM,31/07/2014,0.058910162,2456.4642,4.354902615
PSM GR,31/07/2014,-0.006640274,9234.1701,20.39273881
FRA GR,07/08/2014,0.002332841,5877.8746,5.171298266
LUX IM,26/07/2013,-0.008984303,25269.5809,22.93749574
NK FP,31/07/2014,-0.009564042,5798.6532,3.794346448
ELUXB SS,18/07/2014,-0.003528969,8125.6085,21.99098433
TEP FP,28/04/2011,-0.011673905,2320.5019,3.502516823
TIT IM,06/08/2014,-0.006754386,19689.4672,90.16160519
RRS LN,07/08/2014,-0.046364499,7905.2549,20.72474503
SY1 GR,10/03/2014,-0.043093923,5966.2729,8.882412279
ISP IM,01/08/2014,-0.008602151,49542.7814,335.3347129
ICP LN,01/06/2011,-0.010840108,2216.1575,3.039855989
MTGB SS,17/07/2014,-0.037226858,2835.4981,7.706125997
BMPS IM,08/08/2014,-0.372916722,7814.1443,101.2020341
JM SS,15/07/2014,-0.038697477,2599.3228,6.935809241
LCL LN,17/02/2011,0,2046.0583,3.757095249
CPG LN,18/05/2011,-0.006050973,17607.4728,27.84398686
BVIC LN,27/05/2011,-0.029299719,1719.2084,5.382659561
ETL FP,18/02/2011,0.025316705,8644.5516,8.203222813
RTO LN,18/02/2011,-0.043956044,2725.0641,7.349075435
OML LN,08/03/2011,-0.005128205,12136.362,27.03230118
GSK LN,23/07/2014,-0.099575969,122374.0369,144.7942711
BBY LN,03/03/2011,-0.005479452,3958.8082,8.576860181
KINVB SS,18/07/2014,0.003188827,12091.8145,30.60819859
LONN SW,26/01/2011,-0.029309397,4039.2741,19.39867701
BNR GR,07/08/2014,-0.045640658,7707.8428,12.7355784
UBI IM,08/08/2014,-0.016379715,6853.4372,51.67943401
MAERSKA DC,19/08/2014,0.005862848,54451.3279,7.843388702
PROX BB,01/08/2014,0.019813366,11613.3603,14.06973221
SRG IM,30/07/2014,0.020088091,20286.9331,33.19667129
SWMA SS,18/07/2014,0.007250149,6711.7631,12.1277129
MAERSKB DC,19/08/2014,0.005862848,54451.3279,24.59583997
MAN GR,30/07/2013,-0.083920007,16642.7103,14.1477451
ENGI FP,03/03/2011,-0.006632277,89644.6056,66.86876696
ATCOB SS,16/07/2014,0.019009273,36142.0562,11.17708032
MUV2 GR,07/08/2014,0.00110819,34324.6897,85.77204937
PAGE LN,07/03/2011,0.0041841,2605.9655,7.456650365
IFX GR,30/07/2014,0.005420891,12911.7659,53.30788547
TRYG DC,10/07/2014,0.043327609,6296.2295,7.92694117
ORNBV FH,29/07/2014,0.014746091,5035.5126,6.478994953
BAB LN,17/05/2011,0.030534351,3955.6447,7.99074851
TRELB SS,22/07/2014,0.0130548,5441.8574,9.685515383
KGF LN,24/03/2011,0.017699115,9963.7756,20.76801266
RIO LN,10/02/2011,0.028016789,150748.5047,250.2366996
NCCB SS,18/07/2014,0.001050089,3562.5199,3.806146134
AI FP,17/02/2012,-0.005721097,35754.043,74.2825542
CRG IM,04/08/2014,-0.314814815,1912.1399,8.21772579
TELIA SS,17/07/2014,-0.022316219,31669.4622,42.88257756
ENG SM,22/07/2014,0.001175088,8013.4727,119.698097
SOW GR,24/07/2014,-0.012403389,2293.0823,12.34750993
MRW LN,10/03/2011,0.020080321,12161.6895,32.12546266
GET FP,04/03/2011,-0.25,5442.4555,9.509892753
BPE IM,07/08/2014,-0.065318868,3243.4744,28.7769826
ITV LN,02/03/2011,0.15625,5933.1444,16.63591573
INVP LN,19/05/2011,-0.038251366,6377.1201,6.134675895
NDX1 GR,15/08/2014,0.000742942,1443.229,17.75970248
SOBI SS,18/07/2014,0.123430628,3462.431,3.879963381
ENI IM,31/07/2014,-0.01284163,92714.6449,254.7389321
PSPN SW,19/08/2014,0.006951044,4151.9218,4.008300226
DEQ GR,13/08/2014,-0.006255321,2552.7633,3.605843697
WG/ LN,21/02/2011,-0.028629857,5533.3311,11.71994982
BARC LN,30/07/2014,0.011462742,63365.8017,136.6177837
ZURN SW,07/08/2014,0.000836952,43842.5932,84.87597075
GEN DC,26/08/2014,0.019208369,2316.2647,4.96397428
SBMO NA,18/08/2011,-0.096220211,3227.9856,28.60486143
RI FP,16/02/2012,0.003629345,26041.9374,42.14268725
DUE GR,31/07/2014,0.000819156,2664.8783,6.6338893
HO FP,07/03/2012,0.000692761,6997.3807,6.978095521
SW FP,21/04/2011,-0.010580556,11908.0558,13.87256152
TSCO LN,19/04/2011,0,51681.0061,89.44471471
VIV FP,29/08/2014,-0.048934418,35888.8603,94.00554693
UHRN SW,08/02/2011,0.054421769,23017.8258,6.967113606
GEBN SW,12/08/2014,0.007130204,12460.7457,21.19179865
A3M SM,24/07/2014,0.006318175,3408.8467,8.509573885
SPM IM,29/07/2014,-0.064760692,10596.6854,39.83845946
TATE LN,27/05/2011,0.027139875,4682.9465,7.4640185
GFS LN,15/03/2011,0,5871.96,9.952979305
SKAB SS,18/07/2014,-0.026850974,8986.5539,19.84525891
ERA FP,28/07/2011,-0.311423583,7450.5354,5.154187231
LOGN SW,24/07/2014,0.050543113,2666.425,11.53414388
ZC FP,19/04/2011,0.041994457,4141.2883,8.398688506
RDSA LN,31/07/2014,0.015903696,268068.7531,100.0052881
SEBA SS,14/07/2014,0.012619637,29283.423,40.23120958
LR FP,31/07/2014,-0.021110891,14747.3642,23.00464177
SAN SM,31/07/2014,0.01507891,118978.1644,584.6598792
ITX SM,17/09/2014,-0.006882916,92110.1034,99.27489947
TRE SM,01/08/2014,-0.014394742,3011.9656,15.09095196
AMS SW,29/07/2014,0.050327941,2357.0464,7.731820557
APAM NA,01/08/2014,0.178115327,2630.5436,18.16277084
SZG GR,13/08/2014,-3.789771216,2116.5691,6.603500065
DUFN SW,31/07/2014,-0.102416479,6166.5521,22.15401704
UCB BB,02/03/2012,0.049124606,7625.8295,8.139250325
GRF SM,06/05/2014,0.023309554,16871.2807,37.46171418
PGHN SW,14/03/2011,-0.009803922,4812.243,3.942620678
JMAT LN,02/06/2011,0.025934401,7069.4142,13.04732331
SPSN SW,21/03/2012,0.027610009,4516.8391,6.780658542
CDI FP,07/02/2011,-0.004511059,25147.432,16.24017265
DIA SM,28/07/2014,0.006701805,5598.0399,72.10378217
CEY LN,14/08/2014,-0.03136803,1343.7628,4.495222101
KESKOB FH,22/07/2014,-0.004278324,3719.9834,5.340174622
HELN SW,10/03/2011,-0.012878058,3635.5163,4.317771759
WMH LN,25/02/2011,0.010471204,2155.3224,8.270207632
EO FP,24/07/2012,-0.120427678,1695.8979,7.934149152
CGCBV FH,18/07/2014,-0.025352504,2388.5134,5.156437241
GLEN LN,14/06/2011,-0.169198281,56714.3294,435.630394
BUCN SW,16/03/2011,-0.031806015,2196.6286,3.097051939
AMEAS FH,24/07/2014,-0.013143455,2469.6739,3.180741584
YIT FH,24/07/2014,-0.010475603,1390.6671,3.279993106
AKERBP NO,17/07/2014,0.66915142,2256.8783,3.016495838
PNDORA DC,12/08/2014,0.074983864,9481.2176,36.9533962
AIXA GR,29/07/2014,-0.127847222,1595.0044,3.978672815
SAP GR,17/07/2014,0.013236094,98755.3503,142.0433648
OR FP,14/02/2012,0.013599474,64914.8701,60.11386817
NDA SS,17/07/2014,-0.011986882,55026.6817,60.28587644
CARLB DC,21/08/2013,-0.011254887,15382.1042,20.25252188
ASML NA,16/07/2014,-0.064141817,39211.5321,82.97756109
VOE AV,05/08/2014,-0.001751403,7405.1786,7.39628203
FP FP,30/07/2014,-0.025213103,157969.765,222.7653467
ING FP,01/03/2011,0.001227747,1949.4845,3.799172656
TOM2 NA,24/07/2014,0.059350649,1833.2707,5.698224461
INDUC SS,04/07/2014,-0.009981355,8725.0163,9.040059356
NZYMB DC,14/08/2014,-0.009460201,14905.4975,12.87770177
SGO FP,25/02/2011,0.01439483,29848.7827,94.8543126
AKZA NA,23/07/2014,-0.006511649,17771.5393,32.10094978
BCP PL,29/07/2014,0.463636364,8435.2323,44.66573766
OMV AV,12/08/2014,-0.012098296,12749.8127,9.130611705
IAG LN,01/08/2014,0.012202918,11605.2125,44.05223509
SKFB SS,15/07/2014,-0.007768943,11371.8848,32.12786629
EI FP,26/08/2011,-0.009359635,16327.069,39.0733614
SYDB DC,20/08/2014,0.172884455,2211.6571,3.248734279
CBK GR,07/08/2014,-0.082923683,15822.2297,86.89694351
FRES LN,01/03/2011,-0.017374517,18628.1649,15.74408069
WDI GR,13/08/2014,-0.008196609,4506.1047,13.87188745
IBE SM,23/07/2014,0.005509642,46146.2096,201.5235028
DMGT LN,26/05/2011,-0.015053437,2857.6918,4.67988164
AV/ LN,03/03/2011,-0.044701987,20968.0257,47.98849064
MTX GR,24/07/2014,0.011155524,4558.4635,6.346835755
AGK LN,10/03/2011,0.004956629,6128.5098,13.66757832
PFG LN,01/03/2011,0.004807692,2163.2859,6.069468205
SGRE SM,25/07/2014,0.072151601,3060.6971,21.06644887
LLOY LN,31/07/2014,0.012916667,89583.5054,93.8584341
SAND SS,17/07/2014,-0.057510292,16317.1099,37.39543794
KCR FH,23/07/2014,-0.022984538,2136.4036,4.352897393
MC FP,27/07/2011,0.018156448,95682.5751,108.1364711
SECUB SS,05/08/2014,-0.021385323,4184.7542,9.289431056
LUPE SS,06/08/2014,-0.106965791,5384.9584,11.1543346
A2A IM,31/07/2014,-0.008045977,3581.1582,11.92717863
NEX FP,15/10/2013,-1.284797643,1432.3064,5.23822877
LSE LN,21/05/2010,-0.006700168,2517.4346,6.820065325
UMI BB,10/02/2011,0.020667727,6206.098,15.52265848
PRU LN,09/03/2011,0.030797101,30882.1269,51.61191774
BVI FP,12/04/2011,-0.002365833,8773.2147,13.57591939
OTE1V FH,31/07/2014,-0.170595733,1908.1667,7.201951302
BBVA SM,30/07/2014,0.004098361,74944.3583,870.6139785
BGN IM,29/07/2014,-0.004850239,3238.4159,5.334492883
REL LN,17/02/2011,0.002178649,20680.6748,27.00852493
SBRY LN,11/05/2011,0.014760148,10932.7134,21.87296189
SOON SW,24/05/2011,-0.046716615,6495.4874,19.15860097
ALO FP,04/11/2011,0.002553765,11204.8691,56.12447236
RMV LN,25/02/2011,0.007042254,1622.8739,3.239382591
BEI GR,07/08/2013,-0.022683238,22979.9244,25.97065785
WRT1V FH,18/07/2014,0.014010438,9999.3859,13.02319639
STMN SW,30/10/2012,0.01183652,1923.8271,8.116640171
IMB LN,10/05/2011,-0.001413095,36982.957,55.13035925
BOL SS,18/07/2014,-0.013077289,4382.0001,28.30381606
SAF FP,24/02/2011,-0.006242906,14438.5263,26.62235982
AD NA,21/08/2014,-0.018671635,15492.7384,32.44391324
SDF GR,14/08/2014,0.063490745,6138.6248,32.3522757
HSBA LN,04/08/2014,0.011940986,204351.1322,159.7253716
IHG LN,14/02/2012,0.054251012,6252.0353,17.27234562
SXS LN,25/02/2011,0.032753327,2615.0325,5.998977323
RWE GR,14/08/2014,0.002093927,23201.2569,67.55498141
KN FP,07/05/2014,0.003875969,21715.3199,20.15078437
ECM LN,27/05/2011,0.009756098,2047.2541,3.303375096
FGR FP,25/02/2011,0.038148843,5008.2016,7.543217033
COB LN,03/03/2011,0.04109589,4216.4024,8.901102484
HEN GR,12/08/2014,-0.004599582,42670.0301,4.220558248
SDRY LN,15/12/2010,0.044220012,1784.6544,3.956458423
ENEL IM,31/07/2014,0.00769922,53668.3836,174.8536821
RBI AV,21/08/2014,0.002048457,8072.7223,9.68286683
BKIA SM,28/07/2014,0.028228673,22740.7674,44.49410534
CABK SM,25/07/2014,-0.06550719,34104.103,61.13212808
MMB FP,04/05/2011,-0.011526884,5699.2436,14.44391103
CHR DC,02/07/2014,-0.00060241,5921.692,8.337615357
BKT SM,24/07/2014,0.021010118,7562.4863,29.79542142
BAER SW,07/02/2011,-0.022840828,9522.0273,27.29404821
SSE LN,20/05/2011,0.004378284,20408.4929,34.40982935
KAZ LN,29/03/2011,0.001336541,12201.3598,32.6977694
SREN SW,06/08/2014,0.004086653,30524.966,57.20485347
HUSQB SS,16/07/2014,0.054770503,4684.3477,6.746515771
US IM,07/08/2014,-0.032373396,7955.6978,13.86710364
SZU GR,10/07/2014,0.07709425,4108.8947,17.17889585
DWNI GR,14/08/2014,0.013210715,6307.9423,7.220528027
VOLVB SS,18/07/2014,-0.096852903,27255.5483,72.82108031
SUN SW,24/02/2011,0.013685811,4997.6792,15.86447659
ABE SM,23/07/2014,-0.000851433,20045.6077,22.85775838
EDEN FP,25/08/2011,0.013299733,5745.6778,11.15370678
ICA SS,20/08/2014,0.024398151,6715.0986,3.629528571
BA/ LN,17/02/2011,-0.011682243,18787.9601,37.83576919
PARG SW,15/08/2014,-0.201479699,7163.9123,3.28443686
PRY IM,01/08/2014,-0.084956892,4572.7175,17.72682908
RDSB LN,31/07/2014,0.015903696,268068.7531,84.52857658
EXPN LN,18/05/2011,0.008827238,12838.3707,14.77451725
RXL FP,30/07/2014,-0.121491811,5846.6833,8.478237251
MCRO LN,08/12/2010,0.008680556,1212.5983,5.79303358
BMW GR,05/08/2014,0.022570753,75802.3555,123.2523141
S92 GR,07/08/2014,-0.368067759,932.5122,3.442655487
BN FP,17/04/2012,-0.01183883,44740.3047,90.39918139
CBG LN,15/03/2011,-0.008047003,1962.298,3.457359887
RBS LN,25/07/2014,0.125707626,70542.8491,33.8590396
AC FP,23/02/2011,-0.027121001,10570.5707,33.86905278
HOT GR,31/07/2014,-0.016183433,5828.7816,4.883189535
TEF SM,31/07/2014,0.007506748,74377.7788,289.8084279
WCH GR,01/08/2014,0.137187832,5892.9831,9.552757422
MGGT LN,01/03/2011,-0.016722408,4395.3045,16.13132678
UU/ LN,26/05/2011,-0.032,6943.1943,15.44555499
AGL IM,13/03/2014,0.008849558,2638.6277,8.239507725
BEKB BB,29/07/2011,-0.239694483,3660.0922,19.30018415
WEIR LN,08/03/2011,0.044198895,5771.1805,17.22475563
COLOB DC,13/08/2014,8.50E-05,17995.6599,16.66229535
INGA NA,06/08/2014,-0.004145994,50619.9947,160.2991803
ATCOA SS,16/07/2014,0.019009273,36142.0562,40.35161795
CON GR,31/07/2014,-0.001596148,43050.1245,67.84012047
MB IM,17/09/2014,-0.05945122,7821.2961,30.17714949
AZM IM,24/07/2014,-0.026600762,3959.6174,15.66507096
KPN NA,30/07/2014,-0.120972644,13643.0595,44.91393453
WKL NA,23/02/2011,-0.020886076,6872.445,14.7040291
RHM GR,07/08/2014,-0.102548068,2127.8027,7.568764954
VIS SM,31/07/2014,0.001157231,2638.3854,10.33375783
DSM NA,05/08/2014,-0.01332468,12265.6062,36.60775702
TPK LN,23/02/2011,0.003405221,3930.9145,9.960222386
EMG LN,27/05/2010,-0.034364261,5935.5097,35.91203374
ADS GR,07/08/2014,-0.075885959,15515.3155,116.6375549
SAN FP,31/07/2014,-0.002930407,138992.5818,177.5563604
MRK GR,13/08/2014,-0.003869083,37397.6974,37.91355867
MEL SM,01/08/2014,-0.111075925,2151.7164,6.22798663
III LN,12/05/2011,-0.164948454,4582.3547,11.53821329
DB1 GR,25/07/2014,-0.022712269,14074.8299,32.25926616
NG/ LN,19/05/2011,0.007936508,35386.8215,41.13738493
WTB LN,28/04/2011,-0.01826484,4951.8977,11.50370774
BAYN GR,30/07/2014,-0.00681152,112197.3596,165.6648861
NHH SM,01/09/2014,-0.535108959,1880.8658,4.208519849
ADM LN,02/03/2011,0.009433962,7256.2362,8.902837735
HUH1V FH,18/07/2014,0.0069223,2912.1684,3.705139664
ALV GR,08/08/2014,0.015428212,75189.3079,183.1528889
KBC BB,07/08/2014,0.017585293,22958.6599,39.149645
UNI IM,07/08/2014,-0.056482723,2333.9391,4.638205182
ACX SM,22/07/2014,0.055883627,4375.6453,18.78699037
ASM NA,29/10/2014,0.055330415,2266.9459,5.693398339
DEC FP,08/03/2012,0.011090573,6135.1818,3.000913688
EKTAB SS,28/08/2014,-0.055750696,4522.1387,10.57486567
SUBC NO,31/07/2014,0.028494624,5870.4038,15.19896027
SAMPO FH,13/08/2014,-0.003793344,26955.9354,24.92412779
ALT FP,14/03/2011,0.2421875,900.0159,3.674000127
ORA FP,06/03/2014,-0.034447822,37188.1459,84.65734494
FRE GR,31/07/2014,-0.003693065,26684.2916,35.61746756
ATO FP,16/02/2011,0.017554666,3918.0772,11.1988052
SWEDA SS,18/07/2014,0.008550296,29223.0866,52.30537013
BETSB SS,18/07/2014,0.023665964,1668.2631,3.311985912
SPR GR,05/08/2014,-0.002137432,5654.0047,4.113318975
HEXAB SS,07/08/2014,0.01036694,11007.295,9.847489442
GAM SW,01/03/2011,0.015929204,3770.8786,7.874692262
AIR FP,30/07/2014,-0.006637259,47206.8849,145.6790746
UPM FH,05/08/2014,-0.029017432,8131.6503,20.0016992
ATL IM,04/08/2014,-0.020058559,21306.0124,39.03592376
STERV FH,21/07/2014,0.010920802,7645.5413,14.98499161
ADP FP,31/08/2011,-0.008317441,8306.5797,4.90574561
JMT PL,30/07/2014,-0.08846592,9857.2791,8.749248393
FER SM,29/07/2014,-0.040097365,15653.2417,32.67061001
CCL LN,23/09/2014,-0.000146309,31363.8713,19.73903401
PUB FP,10/02/2011,0.015300546,10615.1684,29.9633537
ML FP,11/02/2011,0.061795835,14126.1862,68.28375143
SN/ LN,05/08/2011,-0.004502909,8181.6596,16.891506
REE SM,30/07/2014,5.27E-05,11730.977,151.2028495
LUN DC,07/08/2014,-0.067227885,4308.2484,4.258376922
RAND NA,31/07/2014,-0.020206007,8936.7165,24.10761612
BB FP,31/07/2014,0.004069651,6562.4376,3.506365581
LXS GR,06/08/2014,-0.031892437,5767.9095,29.61052705
OHL SM,30/07/2014,-0.054392069,3802.4699,17.29526212
BT/A LN,31/07/2014,-0.012585034,51847.764,56.13118503
VOD LN,17/05/2011,-0.008823529,141189.7664,120.6771418
PHIA NA,21/07/2014,-0.025629678,29983.2466,76.74159685
EVT GR,12/08/2014,-0.070247934,648.2064,3.518331275
ITRK LN,07/03/2011,0.038423645,5152.2273,5.509138942
NRE1V FH,08/08/2014,-0.085799586,4195.2201,18.69436383
TEL NO,23/07/2014,-0.027148482,35879.9405,25.61767752
AZN LN,31/07/2014,0.017716278,92617.7296,112.5402367
AGN NA,14/08/2014,-0.031032006,16499.04,37.53809539
ELE SM,30/07/2014,-0.027916719,41524.8265,12.97479998
BLT LN,16/02/2011,0.03613766,242766.0179,190.5963276
MAP SM,24/07/2014,-0.001577287,11992.3253,44.61518684
ISS DC,21/08/2014,-0.086171802,5578.8102,3.090828871
LGEN LN,17/03/2011,-0.022058824,10475.1967,29.40369872
SVT LN,27/05/2011,-0.022954092,5931.9789,12.85194502
RR/ LN,10/02/2011,0.009153318,19611.3648,31.70137858
RB/ LN,25/10/2011,-0.010192841,38817.3482,40.82428378
LHA GR,31/07/2014,0.049409072,8183.3945,79.84137322
AALB NA,23/02/2011,0.051639344,2191.7326,4.142250008
NOKIA FH,24/07/2014,0.030768515,30948.0531,65.61138121
PSON LN,28/02/2011,0.015645372,13873.536,21.00010647
